support,itemsets
0.0311,Fator:ATENÇÃO + Fator:PERCEPÇÃO + Nivel_dano:SUBSTANCIAL
0.0329,Fator:ATITUDE + Fator:CONDIÇÕES METEOROLÓGICAS ADVERSAS + Fator:JULGAMENTO DE PILOTAGEM
0.0333,Fator:ATITUDE + Fator:CONDIÇÕES METEOROLÓGICAS ADVERSAS + Fator:PROCESSO DECISÓRIO
0.0306,Fator:ATITUDE + Fator:CULTURA ORGANIZACIONAL + Fator:SUPERVISÃO GERENCIAL
0.0342,Fator:ATITUDE + Fator:INDISCIPLINA DE VOO + Fator:JULGAMENTO DE PILOTAGEM
0.0523,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO
0.0689,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO
0.0342,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:POUCA EXPERIÊNCIA DO PILOTO
0.0982,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO
0.0523,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL
0.0423,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:DESTRUÍDA
0.0991,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0351,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Tipo:PERDA DE CONTROLE EM VOO
0.0302,Fator:ATITUDE + Fator:PERCEPÇÃO + Fator:PLANEJAMENTO DE VOO
0.0450,Fator:ATITUDE + Fator:PERCEPÇÃO + Fator:PROCESSO DECISÓRIO
0.0423,Fator:ATITUDE + Fator:PERCEPÇÃO + Nivel_dano:SUBSTANCIAL
0.0568,Fator:ATITUDE + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO
0.0365,Fator:ATITUDE + Fator:PLANEJAMENTO DE VOO + Fator:SUPERVISÃO GERENCIAL
0.0586,Fator:ATITUDE + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0405,Fator:ATITUDE + Fator:PROCESSO DECISÓRIO + Fator:SUPERVISÃO GERENCIAL
0.0351,Fator:ATITUDE + Fator:PROCESSO DECISÓRIO + Nivel_dano:DESTRUÍDA
0.0743,Fator:ATITUDE + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0302,Fator:ATITUDE + Fator:PROCESSOS ORGANIZACIONAIS + Fator:SUPERVISÃO GERENCIAL
0.0482,Fator:ATITUDE + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0405,Fator:CONDIÇÕES METEOROLÓGICAS ADVERSAS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO
0.0387,Fator:CONDIÇÕES METEOROLÓGICAS ADVERSAS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO
0.0414,Fator:CONDIÇÕES METEOROLÓGICAS ADVERSAS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0347,Fator:COORDENAÇÃO DE CABINE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0306,Fator:CULTURA ORGANIZACIONAL + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL
0.0396,Fator:INDISCIPLINA DE VOO + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO
0.0302,Fator:INDISCIPLINA DE VOO + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL
0.0311,Fator:INDISCIPLINA DE VOO + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:DESTRUÍDA
0.0360,Fator:INDISCIPLINA DE VOO + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0396,Fator:INSTRUÇÃO + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL
0.0459,Fator:INSTRUÇÃO + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0369,Fator:INSTRUÇÃO + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0405,Fator:JULGAMENTO DE PILOTAGEM + Fator:MANUTENÇÃO DA AERONAVE + Nivel_dano:SUBSTANCIAL
0.0414,Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Fator:PLANEJAMENTO DE VOO
0.0604,Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Fator:PROCESSO DECISÓRIO
0.0653,Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Nivel_dano:SUBSTANCIAL
0.0383,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:POUCA EXPERIÊNCIA DO PILOTO
0.0716,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO
0.0743,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:SUPERVISÃO GERENCIAL
0.0423,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:DESTRUÍDA
0.1414,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0410,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Tipo:PERDA DE CONTROLE EM VOO
0.0419,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + UF:SP
0.0374,Fator:JULGAMENTO DE PILOTAGEM + Fator:POUCA EXPERIÊNCIA DO PILOTO + Fator:PROCESSO DECISÓRIO
0.0320,Fator:JULGAMENTO DE PILOTAGEM + Fator:POUCA EXPERIÊNCIA DO PILOTO + Fator:SUPERVISÃO GERENCIAL
0.0707,Fator:JULGAMENTO DE PILOTAGEM + Fator:POUCA EXPERIÊNCIA DO PILOTO + Nivel_dano:SUBSTANCIAL
0.0505,Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Fator:SUPERVISÃO GERENCIAL
0.0356,Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Nivel_dano:DESTRUÍDA
0.1194,Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0306,Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Tipo:EXCURSÃO DE PISTA
0.0374,Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Tipo:PERDA DE CONTROLE EM VOO
0.0302,Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:DESTRUÍDA
0.1027,Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0302,Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + Tipo:PERDA DE CONTROLE EM VOO
0.0347,Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + UF:SP
0.0315,Fator:JULGAMENTO DE PILOTAGEM + Mes:ABRIL + Nivel_dano:SUBSTANCIAL
0.0356,Fator:JULGAMENTO DE PILOTAGEM + Mes:DEZEMBRO + Nivel_dano:SUBSTANCIAL
0.0365,Fator:JULGAMENTO DE PILOTAGEM + Mes:FEVEREIRO + Nivel_dano:SUBSTANCIAL
0.0392,Fator:JULGAMENTO DE PILOTAGEM + Mes:JANEIRO + Nivel_dano:SUBSTANCIAL
0.0306,Fator:JULGAMENTO DE PILOTAGEM + Mes:NOVEMBRO + Nivel_dano:SUBSTANCIAL
0.0302,Fator:JULGAMENTO DE PILOTAGEM + Mes:OUTUBRO + Nivel_dano:SUBSTANCIAL
0.0338,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:DESTRUÍDA + Tipo:PERDA DE CONTROLE EM VOO
0.0320,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
0.0613,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:EXCURSÃO DE PISTA
0.0477,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:FALHA DO MOTOR EM VOO
0.0694,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE EM VOO
0.0667,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE NO SOLO
0.0405,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + UF:MT
0.0419,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + UF:RS
0.0761,Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + UF:SP
0.0320,Fator:JULGAMENTO DE PILOTAGEM + Tipo:EXCURSÃO DE PISTA + Tipo:PERDA DE CONTROLE NO SOLO
0.0644,Fator:MANUTENÇÃO DA AERONAVE + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0486,Fator:MANUTENÇÃO DA AERONAVE + Fator:SUPERVISÃO GERENCIAL + Tipo:FALHA DO MOTOR EM VOO
0.0793,Fator:MANUTENÇÃO DA AERONAVE + Nivel_dano:SUBSTANCIAL + Tipo:FALHA DO MOTOR EM VOO
0.0315,Fator:PERCEPÇÃO + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO
0.0392,Fator:PERCEPÇÃO + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0459,Fator:PERCEPÇÃO + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0306,Fator:PLANEJAMENTO DE VOO + Fator:POUCA EXPERIÊNCIA DO PILOTO + Nivel_dano:SUBSTANCIAL
0.0315,Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO + Fator:SUPERVISÃO GERENCIAL
0.0572,Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0766,Fator:PLANEJAMENTO DE VOO + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0306,Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL + Tipo:EXCURSÃO DE PISTA
0.0374,Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE EM VOO
0.0392,Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL + UF:SP
0.0342,Fator:POUCA EXPERIÊNCIA DO PILOTO + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0365,Fator:POUCA EXPERIÊNCIA DO PILOTO + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE NO SOLO
0.0392,Fator:PROCESSO DECISÓRIO + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0311,Fator:PROCESSOS ORGANIZACIONAIS + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0419,Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL + Tipo:FALHA DO MOTOR EM VOO
0.0459,Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL + UF:SP
0.0351,Nivel_dano:SUBSTANCIAL + Tipo:EXCURSÃO DE PISTA + Tipo:PERDA DE CONTROLE NO SOLO
0.0302,Faixa_horaria:NOITE + Fase_operacao:POUSO + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0302,Faixa_horaria:NOITE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO
0.0640,Faixa_horaria:NOITE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0401,Faixa_horaria:NOITE + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO
0.0329,Faixa_horaria:NOITE + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0455,Faixa_horaria:NOITE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0374,Faixa_horaria:NOITE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0365,Faixa_horaria:NOITE + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0302,Faixa_horaria:NOITE + Fator:MANUTENÇÃO DA AERONAVE + Nivel_dano:SUBSTANCIAL + Tipo:FALHA DO MOTOR EM VOO
0.0365,Faixa_horaria:TARDE + Fase_operacao:DECOLAGEM + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0351,Faixa_horaria:TARDE + Fase_operacao:POUSO + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM
0.0324,Faixa_horaria:TARDE + Fase_operacao:POUSO + Fator:APLICAÇÃO DE COMANDOS + Nivel_dano:SUBSTANCIAL
0.0383,Faixa_horaria:TARDE + Fase_operacao:POUSO + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0414,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM
0.0306,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:ATITUDE + Fator:PROCESSO DECISÓRIO
0.0338,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:ATITUDE + Nivel_dano:SUBSTANCIAL
0.0405,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO
0.0369,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:POUCA EXPERIÊNCIA DO PILOTO
0.0468,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO
0.0333,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL
0.0923,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0369,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Tipo:PERDA DE CONTROLE EM VOO
0.0338,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + UF:SP
0.0360,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0347,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:POUCA EXPERIÊNCIA DO PILOTO + Nivel_dano:SUBSTANCIAL
0.0392,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0347,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0320,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE EM VOO
0.0347,Faixa_horaria:TARDE + Fator:APLICAÇÃO DE COMANDOS + Nivel_dano:SUBSTANCIAL + UF:SP
0.0320,Faixa_horaria:TARDE + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO
0.0432,Faixa_horaria:TARDE + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO
0.0491,Faixa_horaria:TARDE + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0378,Faixa_horaria:TARDE + Fator:ATITUDE + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0311,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Nivel_dano:SUBSTANCIAL
0.0356,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO
0.0356,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:SUPERVISÃO GERENCIAL
0.0694,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0392,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:POUCA EXPERIÊNCIA DO PILOTO + Nivel_dano:SUBSTANCIAL
0.0631,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0491,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0324,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:EXCURSÃO DE PISTA
0.0306,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE EM VOO
0.0324,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE NO SOLO
0.0396,Faixa_horaria:TARDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + UF:SP
0.0320,Faixa_horaria:TARDE + Fator:MANUTENÇÃO DA AERONAVE + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0365,Faixa_horaria:TARDE + Fator:MANUTENÇÃO DA AERONAVE + Nivel_dano:SUBSTANCIAL + Tipo:FALHA DO MOTOR EM VOO
0.0302,Faixa_horaria:TARDE + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0360,Faixa_horaria:TARDE + Fator:PLANEJAMENTO DE VOO + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0360,Fase_operacao:DECOLAGEM + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0441,Fase_operacao:DECOLAGEM + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0518,Fase_operacao:POUSO + Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0311,Fator:APLICAÇÃO DE COMANDOS + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO
0.0514,Fator:APLICAÇÃO DE COMANDOS + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO
0.0532,Fator:APLICAÇÃO DE COMANDOS + Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0378,Fator:APLICAÇÃO DE COMANDOS + Fator:ATITUDE + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0306,Fator:APLICAÇÃO DE COMANDOS + Fator:INSTRUÇÃO + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL
0.0324,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Fator:PROCESSO DECISÓRIO
0.0333,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Nivel_dano:SUBSTANCIAL
0.0559,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0486,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:POUCA EXPERIÊNCIA DO PILOTO + Nivel_dano:SUBSTANCIAL
0.0635,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0464,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0365,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:EXCURSÃO DE PISTA
0.0500,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE EM VOO
0.0459,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE NO SOLO
0.0468,Fator:APLICAÇÃO DE COMANDOS + Fator:JULGAMENTO DE PILOTAGEM + Nivel_dano:SUBSTANCIAL + UF:SP
0.0306,Fator:APLICAÇÃO DE COMANDOS + Fator:POUCA EXPERIÊNCIA DO PILOTO + Nivel_dano:SUBSTANCIAL + Tipo:PERDA DE CONTROLE NO SOLO
0.0342,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Fator:PROCESSO DECISÓRIO
0.0320,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Nivel_dano:SUBSTANCIAL
0.0432,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO
0.0446,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL
0.0320,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Fator:SUPERVISÃO GERENCIAL
0.0640,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0320,Fator:ATITUDE + Fator:JULGAMENTO DE PILOTAGEM + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0351,Fator:ATITUDE + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0392,Fator:JULGAMENTO DE PILOTAGEM + Fator:PERCEPÇÃO + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0491,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:PROCESSO DECISÓRIO + Nivel_dano:SUBSTANCIAL
0.0509,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0306,Fator:JULGAMENTO DE PILOTAGEM + Fator:PLANEJAMENTO DE VOO + Nivel_dano:SUBSTANCIAL + UF:SP
0.0329,Fator:JULGAMENTO DE PILOTAGEM + Fator:PROCESSO DECISÓRIO + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL
0.0315,Fator:MANUTENÇÃO DA AERONAVE + Fator:SUPERVISÃO GERENCIAL + Nivel_dano:SUBSTANCIAL + Tipo:FALHA DO MOTOR EM VOO
